kural_number,couplet,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral_lexicon,dominant_score_lexicon
677,பொருள்கருவி காலம் வினையிடனொடு ஐந்தும் இருள்தீர எண்ணிச் செயல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
678,முடிவும் இடையூறும் முற்றியாங்கு எய்தும் படுபயனும் பார்த்துச் செயல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
679,செய்வினை செய்வான் செயன்முறை அவ்வினை உள்ளறிவான் உள்ளம் கொளல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
680,வினையான் வினையாக்கிக் கோடல் நனைகவுள் யானையால் யானையாத் தற்று.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
681,நட்டார்க்கு நல்ல செயலின் விரைந்ததே ஒட்டாரை ஒட்டிக் கொளல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
682,உறைசிறியார் உள்நடுங்கல் அஞ்சிக் குறைபெறின் கொள்வர் பெரியார்ப் பணிந்து.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
683,அன்புடைமை ஆன்ற குடிப்பிறத்தல் வேந்தவாம் பண்புடைமை தூதுரைப்பான் பண்பு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
684,அன்பறிவு ஆராய்ந்த சொல்வன்மை தூதுரைப்பார்க்கு இன்றி யமையாத மூன்று.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
685,நூலாருள் நூல்வல்லன் ஆகுதல் வேலாருள் வென்றி வினையுரைப்பான் பண்பு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
686,அறிவுரு வாராய்ந்த கல்விஇம் மூன்றன் செறிவுடையான் செல்க வினைக்கு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
687,தொகச் சொல்லித் தூவாத நீக்கி நகச்சொல்லி நன்றி பயப்பதாந் தூது.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
688,கற்றுக்கண் அஞ்சான் செலச்சொல்லிக் காலத்தால் தக்கது அறிவதாம் தூது.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
689,கடனறிந்து காலங் கருதி இடனறிந்து எண்ணி உரைப்பான் தலை.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
690,தூய்மை துணைமை துணிவுடைமை இம்மூன்றின் வாய்மை வழியுரைப்பான் பண்பு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,sanctity.virtue,1
691,விடுமாற்றம் வேந்தர்க்கு உரைப்பான் வடுமாற்றம் வாய்சேரா வன்க ணவன்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
692,இறுதி பயப்பினும் எஞ்சாது இறைவற் கு உறுதி பயப்பதாம் தூது.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
693,அகலாது அணுகாது தீக்காய்வார் போல்க இகல்வேந்தர்ச் சேர்ந்தொழுகு வார்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
694,மன்னர் விழைப விழையாமை மன்னரால் மன்னிய ஆக்கந் தரும்.,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,authority.virtue,1
695,போற்றின் அரியவை போற்றல் கடுத்தபின் தேற்றுதல் யார்க்கும் அரிது.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
696,செவிச்சொல்லும் சேர்ந்த நகையும் அவித்தொழுகல் ஆன்ற பெரியா ரகத்து.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
697,எப்பொருளும் ஓரார் தொடரார்மற் றப்பொருளை விட்டக்கால் கேட்க மறை.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
698,குறிப்பறிந்து காலங் கருதி வெறுப்பில வேண்டுப வேட்பச் சொலல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
699,வேட்பன சொல்லி வினையில எஞ்ஞான்றும் கேட்பினும் சொல்லா விடல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
700,இளையர் இனமுறையர் என்றிகழார் நின்ற ஒளியோடு ஒழுகப் படும்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
701,கொளப்பட்டேம் என்றெண்ணிக் கொள்ளாத செய்யார் துளக்கற்ற காட்சி யவர்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
702,பழையம் எனக்கருதிப் பண்பல்ல செய்யும் கெழுதகைமை கேடு தரும்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
703,கூறாமை நோக்கிக் குறிப்பறிவான் எஞ்ஞான்றும் மாறாநீர் வையக் கணி.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
704,ஐயப் படாஅது அகத்தது உணர்வானைத் தெய்வத்தோ டொப்பக் கொளல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
705,குறிப்பிற் குறிப்புணர் வாரை உறுப்பினுள் யாது கொடுத்தும் கொளல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
706,குறித்தது கூறாமைக் கொள்வாரோ டேனை உறுப்போ ரனையரால் வேறு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
707,குறிப்பிற் குறிப்புணரா வாயின் உறுப்பினுள் என்ன பயத்தவோ கண்?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
708,அடுத்தது காட்டும் பளிங்குபோல் நெஞ்சம் கடுத்தது காட்டும் முகம்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
709,முகத்தின் முதுக்குறைந்தது உண்டோ உவப்பினும் காயினும் தான்முந் துறும்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
710,முகம்நோக்கி நிற்க அமையும் அகம்நோக்கி உற்ற துணர்வார்ப் பெறின்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
711,பகைமையும் கேண்மையும் கண்ணுரைக்கும் கண்ணின் வகைமை உணர்வார்ப் பெறின்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
712,நுண்ணியம் என்பார் அளக்குங்கோல் காணுங்கால் கண்ணல்லது இல்லை பிற.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
713,அவையறிநது ஆராய்ந்து சொல்லுக சொல்லின் தொகையறிந்த தூய்மை யவர்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,sanctity.virtue,1
714,இடைதெரிந்து நன்குணர்ந்து சொல்லுக சொல்லின் நடைதெரிந்த நன்மை யவர்.,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.virtue,1
715,அவையறியார் சொல்லல்மேற் கொள்பவர் சொல்லின் வகையறியார் வல்லதூஉம் இல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
716,ஒளியார்முன் ஒள்ளிய ராதல் வெளியார்முன் வான்சுதை வண்ணம் கொளல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
717,நன்றென்ற வற்றுள்ளும் நன்றே முதுவருள் முந்து கிளவாச் செறிவு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
718,ஆற்றின் நிலைதளர்ந் தற்றே வியன்புலம் ஏற்றுணர்வார் முன்னர் இழுக்கு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
719,கற்றறிந்தார் கல்வி விளங்கும் கசடறச் சொல்தெரிதல் வல்லார் அகத்து.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
720,உணர்வ துடையார்முன் சொல்லல் வளர்வதன் பாத்தியுள் நீர்சொரிந் தற்று.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
721,புல்லவையுள் பொச்சாந்தும் சொல்லற்க நல்லவையுள் நன்குசலச் சொல்லு வார்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
722,அங்கணத்துள் உக்க அமிழ்தற்றால் தங்கணத்தார் அல்லார்முன் கோட்டி கொளல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
723,வகையறிந்து வல்லவை வாய்சோரார் சொல்லின் தொகையறிந்த தூய்மை யவர்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,sanctity.virtue,1
724,கற்றாருள் கற்றார் எனப்படுவர் கற்றார்முன் கற்ற செலச்சொல்லு வார்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
725,பகையகத்துச் சாவார் எளியர் அரியர் அவையகத்து அஞ்சா தவர்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
726,கற்றார்முன் கற்ற செலச்சொல்லித் தாம்கற்ற மிக்காருள் மிக்க கொளல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
727,ஆற்றின் அளவறிந்து கற்க அவையஞ்சா மாற்றங் கொடுத்தற் பொருட்டு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
728,வாளொடென் வன்கண்ணர் அல்லார்க்கு நூலொடென் நுண்ணவை அஞ்சு பவர்க்கு.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
729,பகையகத்துப் பேடிகை ஒள்வாள் அவையகத்து அஞ்சு மவன்கற்ற நூல்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
730,பல்லவை கற்றும் பயமிலரே நல்லவையுள் நன்கு செலச்சொல்லா தார்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
731,கல்லா தவரின் கடையென்ப கற்றறிந்தும் நல்லா ரவையஞ்சு வார்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
732,உளரெனினும் இல்லாரொடு ஒப்பர் களன்அஞ்சிக் கற்ற செலச்சொல்லா தார்.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
733,அமைச்சியல் முற்றிற்று தள்ளா விளையுளும் தக்காரும் தாழ்விலாச்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
734,செல்வரும் சேர்வது நாடு. பெரும்பொருளால் பெட்டக்க தாகி அருங்கேட்டால்,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
735,ஆற்ற விளைவது நாடு. பொறையொருங்கு மேல்வருங்கால் தாங்கி இறைவற்கு,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
736,இறையொருங்கு நேர்வது நாடு. உறுபசியும் ஓவாப் பிணியும் செறுபகையும்,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
737,சேரா தியல்வது நாடு. பல்குழுவும் பாழ்செய்யும் உட்பகையும் வேந்தலைக்கும்,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
738,கொல்குறும்பும் இல்லது நாடு. கேடறியாக் கெட்ட இடத்தும் வளங்குன்றா,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
739,நாடென்ப நாட்டின் தலை. இருபுனலும் வாய்ந்த மலையும் வருபுனலும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
740,வல்லரணும் நாட்டிற்கு உறுப்பு. பிணியின்மை செல்வம் விளைவின்பம் ஏமம்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
741,அணியென்ப நாட்டிவ் வைந்து. நாடென்ப நாடா வளத்தன நாடல்ல,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
742,நாட வளந்தரு நாடு. ஆங்கமை வெய்தியக் கண்ணும் பயமின்றே,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
743,வேந்தமை வில்லாத நாடு. ஆற்று பவர்க்கும் அரண்பொருள் அஞ்சித்தற்,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
744,போற்று பவர்க்கும் பொருள். மணிநீரும் மண்ணும் மலையும் அணிநிழற்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
745,காடும் உடைய தரண். உயர்வகலம் திண்மை அருமைஇந் நான்கின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
746,அமைவரண் என்றுரைக்கும் நூல். சிறுகாப்பிற் பேரிடத்த தாகி உறுபகை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
747,ஊக்கம் அழிப்ப தரண். கொளற்கரிதாய்க் கொண்டகூழ்த் தாகி அகத்தார்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
748,நிலைக்கெளிதாம் நீரது அரண். எல்லாப் பொருளும் உடைத்தாய் இடத்துதவும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
749,நல்லாள் உடையது அரண். முற்றியும் முற்றா தெறிந்தும் அறைப்படுத்தும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
750,பற்றற் கரியது அரண். முற்றாற்றி முற்றி யவரையும் பற்றாற்றிப்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
751,பற்றியார் வெல்வது அரண். முனைமுகத்து மாற்றலர் சாய வினைமுகத்து,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
752,வீறெய்தி மாண்ட தரண். எனைமாட்சித் தாகியக் கண்ணும் வினைமாட்சி,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
753,இல்லார்கண் இல்லது அரண். பொருளல் லவரைப் பொருளாகச் செய்யும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
754,பொருளல்லது இல்லை பொருள். இல்லாரை எல்லாரும் எள்ளுவர் செல்வரை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
755,எல்லாரும் செய்வர் சிறப்பு. பொருளென்னும் பொய்யா விளக்கம் இருளறுக்கும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
756,எண்ணிய தேயத்துச் சென்று. அறன்ஈனும் இன்பமும் ஈனும் திறனறிந்து,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
757,தீதின்றி வந்த பொருள். அருளொடும் அன்பொடும் வாராப் பொருளாக்கம்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
758,புல்லார் புரள விடல். உறுபொருளும் உல்கு பொருளும்தன் ஒன்னார்த்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
759,தெறுபொருளும் வேந்தன் பொருள். அருளென்னும் அன்பீன் குழவி பொருளென்னும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
760,செல்வச் செவிலியால் உண்டு. குன்றேறி யானைப் போர் கண்டற்றால் தன்கைத்தொன்று,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
761,உண்டாகச் செய்வான் வினை. செய்க பொருளைச் செறுநர் செருக்கறுக்கும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
762,எஃகதனிற் கூரிய தில். ஒண்பொருள் காழ்ப்ப இயற்றியார்க்கு எண்பொருள்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
763,ஏனை இரண்டும் ஒருங்கு. உறுப்பமைந்து ஊறஞ்சா வெல்படை வேந்தன்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
764,வெறுக்கையுள் எல்லாம் தலை. உலைவிடத்து ஊறஞ்சா வன்கண் தொலைவிடத்துத்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
765,தொல்படைக் கல்லால் அரிது. ஒலித்தக்கால் என்னாம் உவரி எலிப்பகை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
766,நாகம் உயிர்ப்பக் கெடும். அழிவின்றி அறைபோகா தாகி வழிவந்த,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
767,வன்க ணதுவே படை. கூற்றுடன்று மேல்வரினும் கூடி எதிர்நிற்கும்,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
768,ஆற்ற லதுவே படை. மறமானம் மாண்ட வழிச்செலவு தேற்றம்,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
769,எனநான்கே ஏமம் படைக்கு. தார்தாங்கிச் செல்வது தானை தலைவந்த,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
770,போர்தாங்கும் தன்மை அறிந்து. அடல்தகையும் ஆற்றலும் இல்லெனினும் தானை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
771,படைத்தகையால் பாடு பெறும். சிறுமையும் செல்லாத் துனியும் வறுமையும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
772,இல்லாயின் வெல்லும் படை. நிலைமக்கள் சால உடைத்தெனினும் தானை,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
773,தலைமக்கள் இல்வழி இல். என்னைமுன் நில்லன்மின் தெவ்விர் பலரென்னை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
774,முன்நின்று கல்நின் றவர். கான முயலெய்த அம்பினில் யானை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
775,பிழைத்தவேல் ஏந்தல் இனிது. பேராண்மை என்ப தறுகண்ஒன் றுற்றக்கால்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
776,ஊராண்மை மற்றதன் எஃகு. கைவேல் களிற்றொடு போக்கி வருபவன்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
777,மெய்வேல் பறியா நகும். விழித்தகண் வேல்கொண டெறிய அழித்திமைப்பின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
778,ஒட்டன்றோ வன்க ணவர்க்கு. விழுப்புண் படாதநாள் எல்லாம் வழுக்கினுள்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
779,வைக்கும்தன் நாளை எடுத்து. சுழலும் இசைவேண்டி வேண்டா உயிரார்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
780,கழல்யாப்புக் காரிகை நீர்த்து. உறின்உயிர் அஞ்சா மறவர் இறைவன்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,sanctity.virtue,1
781,செறினும் சீர்குன்றல் இலர். இழைத்தது இகவாமைச் சாவாரை யாரே,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
782,பிழைத்தது ஒறுக்கிற் பவர். புரந்தார்கண் நீர்மல்கச் சாகிற்பின் சாக்காடு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
783,இரந்துகோள் தக்கது உடைத்து. செயற்கரிய யாவுள நட்பின் அதுபோல்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
784,வினைக்கரிய யாவுள காப்பு. நிறைநீர நீரவர் கேண்மை பிறைமதிப்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
785,பின்னீர பேதையார் நட்பு. நவில்தொறும் நூல்நயம் போலும் பயில்தொறும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
786,பண்புடை யாளர் தொடர்பு. நகுதற் பொருட்டன்று நட்டல் மிகுதிக்கண்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
787,மேற்செனறு இடித்தற் பொருட்டு. புணர்ச்சி பழகுதல் வேண்டா உணர்ச்சிதான்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
788,நட்பாங் கிழமை தரும். முகநக நட்பது நட்பன்று நெஞ்சத்து,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
789,அகநக நட்பது நட்பு. அழிவி னவைநீக்கி ஆறுய்த்து அழிவின்கண்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
790,அல்லல் உழப்பதாம் நட்பு. உடுக்கை இழந்தவன் கைபோல ஆங்கே,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
791,இடுக்கண் களைவதாம் நட்பு. நட்பிற்கு வீற்றிருக்கை யாதெனின் கொட்பின்றி,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
792,ஒல்லும்வாய் ஊன்றும் நிலை. இனையர் இவரெமக்கு இன்னம்யாம் என்று,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
793,புனையினும் புல்லென்னும் நட்பு. நாடாது நட் டலிற் கேடில்லை நட்டபின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
794,வீடில்லை நட்பாள் பவர்க்கு. ஆய்ந்தாய்ந்து கொள்ளாதான் கேண்மை கடைமுறை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
795,தான்சாம் துயரம் தரும். குணமும் குடிமையும் குற்றமும் குன்றா,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.vice,1
796,இனனும் அறிந்தியாக்க நட்பு. குடிப்பிறந்து தன்கண் பழிநாணு வானைக்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
797,கொடுத்தும் கொளல்வேண்டும் நட்பு. அழச்சொல்லி அல்லது இடித்து வழக்கறிய,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
798,வல்லார்நடபு ஆய்ந்து கொளல். கேட்டினும் உண்டோ ர் உறுதி கிளைஞரை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
799,நீட்டி அளப்பதோர் கோல். ஊதியம் என்பது ஒருவற்குப் பேதையார்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
800,கேண்மை ஒரீஇ விடல். உள்ளற்க உள்ளம் சிறுகுவ கொள்ளற்க,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
801,அல்லற்கண் ஆற்றறுப்பார் நட்பு. கெடுங்காலைக் கைவிடுவார் கேண்மை அடுங்காலை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
802,உள்ளினும் உள்ளஞ் சுடும். மருவுக மாசற்றார் கேண்மைஒன் றீத்தும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
803,ஒருவுக ஒப்பிலார் நட்பு. பழைமை எனப்படுவது யாதெனின் யாதும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
804,கிழமையைக் கீழ்ந்திடா நட்பு. நட்பிற் குறுப்புக் கெழுதகைமை மற்றதற்கு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
805,உப்பாதல் சான்றோர் கடன். பழகிய நட்பெவன் செய்யுங் கெழுதகைமை,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
806,செய்தாங்கு அமையாக் கடை. விழைதகையான் வேண்டி இருப்பர் கெழுதகையாற்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
807,கேளாது நட்டார் செயின். பேதைமை ஒன்றோ பெருங்கிழமை என்றுணர்க,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
808,நோதக்க நட்டார் செயின். எல்லைக்கண் நின்றார் துறவார் தொலைவிடத்தும்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
809,தொல்லைக்கண் நின்றார் தொடர்பு. அழிவந்த செய்யினும் அன்பறார் அன்பின்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
810,வழிவந்த கேண்மை யவர். கேளிழுக்கம் கேளாக் கெழுதகைமை வல்லார்க்கு,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
811,நாளிழுக்கம் நட்டார் செயின். கெடாஅ வழிவந்த கேண்மையார் கேண்மை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
812,விடாஅர் விழையும் உலகு. விழையார் விழையப் படுப பழையார்கண்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
813,பண்பின் தலைப்பிரியா தார். பருகுவார் போலினும் பண்பிலார் கேண்மை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
814,பெருகலிற் குன்றல் இனிது. உறின்நட்டு அறின்ஙருஉம் ஒப்பிலார் கேண்மை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
815,பெறினும் இழப்பினும் என்? உறுவது சீர்தூக்கும் நட்பும் பெறுவது,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
816,கொள்வாரும் கள்வரும் நேர். அமரகத்து ஆற்றறுக்கும் கல்லாமா அன்னார்,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
817,தமரின் தனிமை தலை. செய்தேமஞ் சாராச் சிறியவர் புன்கேண்மை,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
